Index  Binary       Word      Braille6  Braille8  ShortBraille8  Braille8NumbersRaised                            
548    01000100100  duty      ⠙⠥⠞⠽      ⡙⢥⠞⢽      ⡙ ⢥ ⠞ ⢽        1457 1368 2345 134568                            
549    01000100101  dwarf     ⠙⠺⠁⠗⠋     ⡙⣺⡁⣗⢋     ⡙ ⣺ ⡁ ⣗        1457 245678 17 123578 1248                       
550    01000100110  dynamic   ⠙⠽⠝⠁⠍⠊⠉   ⡙⢽⠝⡁⢍⣊⣉   ⡙ ⢽ ⠝ ⡁        1457 134568 1345 17 1348 2478 1478               
551    01000100111  eager     ⠑⠁⠛⠑⠗     ⣑⡁⠛⣑⣗     ⣑ ⡁ ⠛ ⣑        1578 17 1245 1578 123578                         
552    01000101000  eagle     ⠑⠁⠛⠇⠑     ⣑⡁⠛⡇⣑     ⣑ ⡁ ⠛ ⡇        1578 17 1245 1237 1578                           
553    01000101001  early     ⠑⠁⠗⠇⠽     ⣑⡁⣗⡇⢽     ⣑ ⡁ ⣗ ⡇        1578 17 123578 1237 134568                       
554    01000101010  earn      ⠑⠁⠗⠝      ⣑⡁⣗⠝      ⣑ ⡁ ⣗ ⠝        1578 17 123578 1345                              
555    01000101011  earth     ⠑⠁⠗⠞⠓     ⣑⡁⣗⠞⢓     ⣑ ⡁ ⣗ ⠞        1578 17 123578 2345 1258                         
556    01000101100  easily    ⠑⠁⠎⠊⠇⠽    ⣑⡁⢎⣊⡇⢽    ⣑ ⡁ ⢎ ⣊        1578 17 2348 2478 1237 134568                    
557    01000101101  east      ⠑⠁⠎⠞      ⣑⡁⢎⠞      ⣑ ⡁ ⢎ ⠞        1578 17 2348 2345                                
558    01000101110  easy      ⠑⠁⠎⠽      ⣑⡁⢎⢽      ⣑ ⡁ ⢎ ⢽        1578 17 2348 134568                              
559    01000101111  echo      ⠑⠉⠓⠕      ⣑⣉⢓⢕      ⣑ ⣉ ⢓ ⢕        1578 1478 1258 1358                              
560    01000110000  ecology   ⠑⠉⠕⠇⠕⠛⠽   ⣑⣉⢕⡇⢕⠛⢽   ⣑ ⣉ ⢕ ⡇        1578 1478 1358 1237 1358 1245 134568             
561    01000110001  economy   ⠑⠉⠕⠝⠕⠍⠽   ⣑⣉⢕⠝⢕⢍⢽   ⣑ ⣉ ⢕ ⠝        1578 1478 1358 1345 1358 1348 134568             
562    01000110010  edge      ⠑⠙⠛⠑      ⣑⡙⠛⣑      ⣑ ⡙ ⠛ ⣑        1578 1457 1245 1578                              
563    01000110011  edit      ⠑⠙⠊⠞      ⣑⡙⣊⠞      ⣑ ⡙ ⣊ ⠞        1578 1457 2478 2345                              
564    01000110100  educate   ⠑⠙⠥⠉⠁⠞⠑   ⣑⡙⢥⣉⡁⠞⣑   ⣑ ⡙ ⢥ ⣉        1578 1457 1368 1478 17 2345 1578                 
565    01000110101  effort    ⠑⠋⠋⠕⠗⠞    ⣑⢋⢋⢕⣗⠞    ⣑ ⢋ ⢋ ⢕        1578 1248 1248 1358 123578 2345                  
566    01000110110  egg       ⠑⠛⠛       ⣑⠛⠛       ⣑ ⠛ ⠛          1578 1245 1245                                   
567    01000110111  eight     ⠑⠊⠛⠓⠞     ⣑⣊⠛⢓⠞     ⣑ ⣊ ⠛ ⢓        1578 2478 1245 1258 2345                         
568    01000111000  either    ⠑⠊⠞⠓⠑⠗    ⣑⣊⠞⢓⣑⣗    ⣑ ⣊ ⠞ ⢓        1578 2478 2345 1258 1578 123578                  
569    01000111001  elbow     ⠑⠇⠃⠕⠺     ⣑⡇⠃⢕⣺     ⣑ ⡇ ⠃ ⢕        1578 1237 12 1358 245678                         
570    01000111010  elder     ⠑⠇⠙⠑⠗     ⣑⡇⡙⣑⣗     ⣑ ⡇ ⡙ ⣑        1578 1237 1457 1578 123578                       
571    01000111011  electric  ⠑⠇⠑⠉⠞⠗⠊⠉  ⣑⡇⣑⣉⠞⣗⣊⣉  ⣑ ⡇ ⣑ ⣉        1578 1237 1578 1478 2345 123578 2478 1478        
572    01000111100  elegant   ⠑⠇⠑⠛⠁⠝⠞   ⣑⡇⣑⠛⡁⠝⠞   ⣑ ⡇ ⣑ ⠛        1578 1237 1578 1245 17 1345 2345                 
573    01000111101  element   ⠑⠇⠑⠍⠑⠝⠞   ⣑⡇⣑⢍⣑⠝⠞   ⣑ ⡇ ⣑ ⢍        1578 1237 1578 1348 1578 1345 2345               
574    01000111110  elephant  ⠑⠇⠑⠏⠓⠁⠝⠞  ⣑⡇⣑⣏⢓⡁⠝⠞  ⣑ ⡇ ⣑ ⣏        1578 1237 1578 123478 1258 17 1345 2345          
575    01000111111  elevator  ⠑⠇⠑⠧⠁⠞⠕⠗  ⣑⡇⣑⣧⡁⠞⢕⣗  ⣑ ⡇ ⣑ ⣧        1578 1237 1578 123678 17 2345 1358 123578        
576    01001000000  elite     ⠑⠇⠊⠞⠑     ⣑⡇⣊⠞⣑     ⣑ ⡇ ⣊ ⠞        1578 1237 2478 2345 1578                         
577    01001000001  else      ⠑⠇⠎⠑      ⣑⡇⢎⣑      ⣑ ⡇ ⢎ ⣑        1578 1237 2348 1578                              
578    01001000010  embark    ⠑⠍⠃⠁⠗⠅    ⣑⢍⠃⡁⣗⠅    ⣑ ⢍ ⠃ ⡁        1578 1348 12 17 123578 13                        
579    01001000011  embody    ⠑⠍⠃⠕⠙⠽    ⣑⢍⠃⢕⡙⢽    ⣑ ⢍ ⠃ ⢕        1578 1348 12 1358 1457 134568                    
580    01001000100  embrace   ⠑⠍⠃⠗⠁⠉⠑   ⣑⢍⠃⣗⡁⣉⣑   ⣑ ⢍ ⠃ ⣗        1578 1348 12 123578 17 1478 1578                 
581    01001000101  emerge    ⠑⠍⠑⠗⠛⠑    ⣑⢍⣑⣗⠛⣑    ⣑ ⢍ ⣑ ⣗        1578 1348 1578 123578 1245 1578                  
582    01001000110  emotion   ⠑⠍⠕⠞⠊⠕⠝   ⣑⢍⢕⠞⣊⢕⠝   ⣑ ⢍ ⢕ ⠞        1578 1348 1358 2345 2478 1358 1345               
583    01001000111  employ    ⠑⠍⠏⠇⠕⠽    ⣑⢍⣏⡇⢕⢽    ⣑ ⢍ ⣏ ⡇        1578 1348 123478 1237 1358 134568                
584    01001001000  empower   ⠑⠍⠏⠕⠺⠑⠗   ⣑⢍⣏⢕⣺⣑⣗   ⣑ ⢍ ⣏ ⢕        1578 1348 123478 1358 245678 1578 123578         
585    01001001001  empty     ⠑⠍⠏⠞⠽     ⣑⢍⣏⠞⢽     ⣑ ⢍ ⣏ ⠞        1578 1348 123478 2345 134568                     
586    01001001010  enable    ⠑⠝⠁⠃⠇⠑    ⣑⠝⡁⠃⡇⣑    ⣑ ⠝ ⡁ ⠃        1578 1345 17 12 1237 1578                        
587    01001001011  enact     ⠑⠝⠁⠉⠞     ⣑⠝⡁⣉⠞     ⣑ ⠝ ⡁ ⣉        1578 1345 17 1478 2345                           
588    01001001100  end       ⠑⠝⠙       ⣑⠝⡙       ⣑ ⠝ ⡙          1578 1345 1457                                   
589    01001001101  endless   ⠑⠝⠙⠇⠑⠎⠎   ⣑⠝⡙⡇⣑⢎⢎   ⣑ ⠝ ⡙ ⡇        1578 1345 1457 1237 1578 2348 2348               
590    01001001110  endorse   ⠑⠝⠙⠕⠗⠎⠑   ⣑⠝⡙⢕⣗⢎⣑   ⣑ ⠝ ⡙ ⢕        1578 1345 1457 1358 123578 2348 1578             
591    01001001111  enemy     ⠑⠝⠑⠍⠽     ⣑⠝⣑⢍⢽     ⣑ ⠝ ⣑ ⢍        1578 1345 1578 1348 134568                       
592    01001010000  energy    ⠑⠝⠑⠗⠛⠽    ⣑⠝⣑⣗⠛⢽    ⣑ ⠝ ⣑ ⣗        1578 1345 1578 123578 1245 134568                
593    01001010001  enforce   ⠑⠝⠋⠕⠗⠉⠑   ⣑⠝⢋⢕⣗⣉⣑   ⣑ ⠝ ⢋ ⢕        1578 1345 1248 1358 123578 1478 1578             
594    01001010010  engage    ⠑⠝⠛⠁⠛⠑    ⣑⠝⠛⡁⠛⣑    ⣑ ⠝ ⠛ ⡁        1578 1345 1245 17 1245 1578                      
595    01001010011  engine    ⠑⠝⠛⠊⠝⠑    ⣑⠝⠛⣊⠝⣑    ⣑ ⠝ ⠛ ⣊        1578 1345 1245 2478 1345 1578                    
596    01001010100  enhance   ⠑⠝⠓⠁⠝⠉⠑   ⣑⠝⢓⡁⠝⣉⣑   ⣑ ⠝ ⢓ ⡁        1578 1345 1258 17 1345 1478 1578                 
597    01001010101  enjoy     ⠑⠝⠚⠕⠽     ⣑⠝⡚⢕⢽     ⣑ ⠝ ⡚ ⢕        1578 1345 2457 1358 134568                       
598    01001010110  enlist    ⠑⠝⠇⠊⠎⠞    ⣑⠝⡇⣊⢎⠞    ⣑ ⠝ ⡇ ⣊        1578 1345 1237 2478 2348 2345                    
599    01001010111  enough    ⠑⠝⠕⠥⠛⠓    ⣑⠝⢕⢥⠛⢓    ⣑ ⠝ ⢕ ⢥        1578 1345 1358 1368 1245 1258                    
600    01001011000  enrich    ⠑⠝⠗⠊⠉⠓    ⣑⠝⣗⣊⣉⢓    ⣑ ⠝ ⣗ ⣊        1578 1345 123578 2478 1478 1258                  
601    01001011001  enroll    ⠑⠝⠗⠕⠇⠇    ⣑⠝⣗⢕⡇⡇    ⣑ ⠝ ⣗ ⢕        1578 1345 123578 1358 1237 1237                  
602    01001011010  ensure    ⠑⠝⠎⠥⠗⠑    ⣑⠝⢎⢥⣗⣑    ⣑ ⠝ ⢎ ⢥        1578 1345 2348 1368 123578 1578                  
603    01001011011  enter     ⠑⠝⠞⠑⠗     ⣑⠝⠞⣑⣗     ⣑ ⠝ ⠞ ⣑        1578 1345 2345 1578 123578                       
604    01001011100  entire    ⠑⠝⠞⠊⠗⠑    ⣑⠝⠞⣊⣗⣑    ⣑ ⠝ ⠞ ⣊        1578 1345 2345 2478 123578 1578                  
605    01001011101  entry     ⠑⠝⠞⠗⠽     ⣑⠝⠞⣗⢽     ⣑ ⠝ ⠞ ⣗        1578 1345 2345 123578 134568                     
606    01001011110  envelope  ⠑⠝⠧⠑⠇⠕⠏⠑  ⣑⠝⣧⣑⡇⢕⣏⣑  ⣑ ⠝ ⣧ ⣑        1578 1345 123678 1578 1237 1358 123478 1578      
607    01001011111  episode   ⠑⠏⠊⠎⠕⠙⠑   ⣑⣏⣊⢎⢕⡙⣑   ⣑ ⣏ ⣊ ⢎        1578 123478 2478 2348 1358 1457 1578             
608    01001100000  equal     ⠑⠟⠥⠁⠇     ⣑⡟⢥⡁⡇     ⣑ ⡟ ⢥ ⡁        1578 123457 1368 17 1237                         
609    01001100001  equip     ⠑⠟⠥⠊⠏     ⣑⡟⢥⣊⣏     ⣑ ⡟ ⢥ ⣊        1578 123457 1368 2478 123478                     
610    01001100010  era       ⠑⠗⠁       ⣑⣗⡁       ⣑ ⣗ ⡁          1578 123578 17                                   
611    01001100011  erase     ⠑⠗⠁⠎⠑     ⣑⣗⡁⢎⣑     ⣑ ⣗ ⡁ ⢎        1578 123578 17 2348 1578                         
612    01001100100  erode     ⠑⠗⠕⠙⠑     ⣑⣗⢕⡙⣑     ⣑ ⣗ ⢕ ⡙        1578 123578 1358 1457 1578                       
613    01001100101  erosion   ⠑⠗⠕⠎⠊⠕⠝   ⣑⣗⢕⢎⣊⢕⠝   ⣑ ⣗ ⢕ ⢎        1578 123578 1358 2348 2478 1358 1345             
614    01001100110  error     ⠑⠗⠗⠕⠗     ⣑⣗⣗⢕⣗     ⣑ ⣗ ⣗ ⢕        1578 123578 123578 1358 123578                   
615    01001100111  erupt     ⠑⠗⠥⠏⠞     ⣑⣗⢥⣏⠞     ⣑ ⣗ ⢥ ⣏        1578 123578 1368 123478 2345                     
616    01001101000  escape    ⠑⠎⠉⠁⠏⠑    ⣑⢎⣉⡁⣏⣑    ⣑ ⢎ ⣉ ⡁        1578 2348 1478 17 123478 1578                    
617    01001101001  essay     ⠑⠎⠎⠁⠽     ⣑⢎⢎⡁⢽     ⣑ ⢎ ⢎ ⡁        1578 2348 2348 17 134568                         
618    01001101010  essence   ⠑⠎⠎⠑⠝⠉⠑   ⣑⢎⢎⣑⠝⣉⣑   ⣑ ⢎ ⢎ ⣑        1578 2348 2348 1578 1345 1478 1578               
619    01001101011  estate    ⠑⠎⠞⠁⠞⠑    ⣑⢎⠞⡁⠞⣑    ⣑ ⢎ ⠞ ⡁        1578 2348 2345 17 2345 1578                      
620    01001101100  eternal   ⠑⠞⠑⠗⠝⠁⠇   ⣑⠞⣑⣗⠝⡁⡇   ⣑ ⠞ ⣑ ⣗        1578 2345 1578 123578 1345 17 1237               
621    01001101101  ethics    ⠑⠞⠓⠊⠉⠎    ⣑⠞⢓⣊⣉⢎    ⣑ ⠞ ⢓ ⣊        1578 2345 1258 2478 1478 2348                    
622    01001101110  evidence  ⠑⠧⠊⠙⠑⠝⠉⠑  ⣑⣧⣊⡙⣑⠝⣉⣑  ⣑ ⣧ ⣊ ⡙        1578 123678 2478 1457 1578 1345 1478 1578        
623    01001101111  evil      ⠑⠧⠊⠇      ⣑⣧⣊⡇      ⣑ ⣧ ⣊ ⡇        1578 123678 2478 1237                            
624    01001110000  evoke     ⠑⠧⠕⠅⠑     ⣑⣧⢕⠅⣑     ⣑ ⣧ ⢕ ⠅        1578 123678 1358 13 1578                         
625    01001110001  evolve    ⠑⠧⠕⠇⠧⠑    ⣑⣧⢕⡇⣧⣑    ⣑ ⣧ ⢕ ⡇        1578 123678 1358 1237 123678 1578                
626    01001110010  exact     ⠑⠭⠁⠉⠞     ⣑⠭⡁⣉⠞     ⣑ ⠭ ⡁ ⣉        1578 1346 17 1478 2345                           
627    01001110011  example   ⠑⠭⠁⠍⠏⠇⠑   ⣑⠭⡁⢍⣏⡇⣑   ⣑ ⠭ ⡁ ⢍        1578 1346 17 1348 123478 1237 1578               
628    01001110100  excess    ⠑⠭⠉⠑⠎⠎    ⣑⠭⣉⣑⢎⢎    ⣑ ⠭ ⣉ ⣑        1578 1346 1478 1578 2348 2348                    
629    01001110101  exchange  ⠑⠭⠉⠓⠁⠝⠛⠑  ⣑⠭⣉⢓⡁⠝⠛⣑  ⣑ ⠭ ⣉ ⢓        1578 1346 1478 1258 17 1345 1245 1578            
630    01001110110  excite    ⠑⠭⠉⠊⠞⠑    ⣑⠭⣉⣊⠞⣑    ⣑ ⠭ ⣉ ⣊        1578 1346 1478 2478 2345 1578                    
631    01001110111  exclude   ⠑⠭⠉⠇⠥⠙⠑   ⣑⠭⣉⡇⢥⡙⣑   ⣑ ⠭ ⣉ ⡇        1578 1346 1478 1237 1368 1457 1578               
632    01001111000  excuse    ⠑⠭⠉⠥⠎⠑    ⣑⠭⣉⢥⢎⣑    ⣑ ⠭ ⣉ ⢥        1578 1346 1478 1368 2348 1578                    
633    01001111001  execute   ⠑⠭⠑⠉⠥⠞⠑   ⣑⠭⣑⣉⢥⠞⣑   ⣑ ⠭ ⣑ ⣉        1578 1346 1578 1478 1368 2345 1578               
634    01001111010  exercise  ⠑⠭⠑⠗⠉⠊⠎⠑  ⣑⠭⣑⣗⣉⣊⢎⣑  ⣑ ⠭ ⣑ ⣗        1578 1346 1578 123578 1478 2478 2348 1578        
635    01001111011  exhaust   ⠑⠭⠓⠁⠥⠎⠞   ⣑⠭⢓⡁⢥⢎⠞   ⣑ ⠭ ⢓ ⡁        1578 1346 1258 17 1368 2348 2345                 
636    01001111100  exhibit   ⠑⠭⠓⠊⠃⠊⠞   ⣑⠭⢓⣊⠃⣊⠞   ⣑ ⠭ ⢓ ⣊        1578 1346 1258 2478 12 2478 2345                 
637    01001111101  exile     ⠑⠭⠊⠇⠑     ⣑⠭⣊⡇⣑     ⣑ ⠭ ⣊ ⡇        1578 1346 2478 1237 1578                         
638    01001111110  exist     ⠑⠭⠊⠎⠞     ⣑⠭⣊⢎⠞     ⣑ ⠭ ⣊ ⢎        1578 1346 2478 2348 2345                         
639    01001111111  exit      ⠑⠭⠊⠞      ⣑⠭⣊⠞      ⣑ ⠭ ⣊ ⠞        1578 1346 2478 2345                              
640    01010000000  exotic    ⠑⠭⠕⠞⠊⠉    ⣑⠭⢕⠞⣊⣉    ⣑ ⠭ ⢕ ⠞        1578 1346 1358 2345 2478 1478                    
641    01010000001  expand    ⠑⠭⠏⠁⠝⠙    ⣑⠭⣏⡁⠝⡙    ⣑ ⠭ ⣏ ⡁        1578 1346 123478 17 1345 1457                    
642    01010000010  expect    ⠑⠭⠏⠑⠉⠞    ⣑⠭⣏⣑⣉⠞    ⣑ ⠭ ⣏ ⣑        1578 1346 123478 1578 1478 2345                  
643    01010000011  expire    ⠑⠭⠏⠊⠗⠑    ⣑⠭⣏⣊⣗⣑    ⣑ ⠭ ⣏ ⣊        1578 1346 123478 2478 123578 1578                
644    01010000100  explain   ⠑⠭⠏⠇⠁⠊⠝   ⣑⠭⣏⡇⡁⣊⠝   ⣑ ⠭ ⣏ ⡇        1578 1346 123478 1237 17 2478 1345               
645    01010000101  expose    ⠑⠭⠏⠕⠎⠑    ⣑⠭⣏⢕⢎⣑    ⣑ ⠭ ⣏ ⢕        1578 1346 123478 1358 2348 1578                  
646    01010000110  express   ⠑⠭⠏⠗⠑⠎⠎   ⣑⠭⣏⣗⣑⢎⢎   ⣑ ⠭ ⣏ ⣗        1578 1346 123478 123578 1578 2348 2348           
647    01010000111  extend    ⠑⠭⠞⠑⠝⠙    ⣑⠭⠞⣑⠝⡙    ⣑ ⠭ ⠞ ⣑        1578 1346 2345 1578 1345 1457                    
648    01010001000  extra     ⠑⠭⠞⠗⠁     ⣑⠭⠞⣗⡁     ⣑ ⠭ ⠞ ⣗        1578 1346 2345 123578 17                         
649    01010001001  eye       ⠑⠽⠑       ⣑⢽⣑       ⣑ ⢽ ⣑          1578 134568 1578                                 
650    01010001010  eyebrow   ⠑⠽⠑⠃⠗⠕⠺   ⣑⢽⣑⠃⣗⢕⣺   ⣑ ⢽ ⣑ ⠃        1578 134568 1578 12 123578 1358 245678           
651    01010001011  fabric    ⠋⠁⠃⠗⠊⠉    ⢋⡁⠃⣗⣊⣉    ⢋ ⡁ ⠃ ⣗        1248 17 12 123578 2478 1478                      
652    01010001100  face      ⠋⠁⠉⠑      ⢋⡁⣉⣑      ⢋ ⡁ ⣉ ⣑        1248 17 1478 1578                                
653    01010001101  faculty   ⠋⠁⠉⠥⠇⠞⠽   ⢋⡁⣉⢥⡇⠞⢽   ⢋ ⡁ ⣉ ⢥        1248 17 1478 1368 1237 2345 134568               
654    01010001110  fade      ⠋⠁⠙⠑      ⢋⡁⡙⣑      ⢋ ⡁ ⡙ ⣑        1248 17 1457 1578                                
655    01010001111  faint     ⠋⠁⠊⠝⠞     ⢋⡁⣊⠝⠞     ⢋ ⡁ ⣊ ⠝        1248 17 2478 1345 2345                           
656    01010010000  faith     ⠋⠁⠊⠞⠓     ⢋⡁⣊⠞⢓     ⢋ ⡁ ⣊ ⠞        1248 17 2478 2345 1258                           
657    01010010001  fall      ⠋⠁⠇⠇      ⢋⡁⡇⡇      ⢋ ⡁ ⡇ ⡇        1248 17 1237 1237                                
658    01010010010  false     ⠋⠁⠇⠎⠑     ⢋⡁⡇⢎⣑     ⢋ ⡁ ⡇ ⢎        1248 17 1237 2348 1578                           
659    01010010011  fame      ⠋⠁⠍⠑      ⢋⡁⢍⣑      ⢋ ⡁ ⢍ ⣑        1248 17 1348 1578                                
660    01010010100  family    ⠋⠁⠍⠊⠇⠽    ⢋⡁⢍⣊⡇⢽    ⢋ ⡁ ⢍ ⣊        1248 17 1348 2478 1237 134568                    
661    01010010101  famous    ⠋⠁⠍⠕⠥⠎    ⢋⡁⢍⢕⢥⢎    ⢋ ⡁ ⢍ ⢕        1248 17 1348 1358 1368 2348                      
662    01010010110  fan       ⠋⠁⠝       ⢋⡁⠝       ⢋ ⡁ ⠝          1248 17 1345                                     
663    01010010111  fancy     ⠋⠁⠝⠉⠽     ⢋⡁⠝⣉⢽     ⢋ ⡁ ⠝ ⣉        1248 17 1345 1478 134568                         
664    01010011000  fantasy   ⠋⠁⠝⠞⠁⠎⠽   ⢋⡁⠝⠞⡁⢎⢽   ⢋ ⡁ ⠝ ⠞        1248 17 1345 2345 17 2348 134568                 
665    01010011001  farm      ⠋⠁⠗⠍      ⢋⡁⣗⢍      ⢋ ⡁ ⣗ ⢍        1248 17 123578 1348                              
666    01010011010  fashion   ⠋⠁⠎⠓⠊⠕⠝   ⢋⡁⢎⢓⣊⢕⠝   ⢋ ⡁ ⢎ ⢓        1248 17 2348 1258 2478 1358 1345                 
667    01010011011  fat       ⠋⠁⠞       ⢋⡁⠞       ⢋ ⡁ ⠞          1248 17 2345                                     
668    01010011100  fatal     ⠋⠁⠞⠁⠇     ⢋⡁⠞⡁⡇     ⢋ ⡁ ⠞ ⡁        1248 17 2345 17 1237                             
669    01010011101  father    ⠋⠁⠞⠓⠑⠗    ⢋⡁⠞⢓⣑⣗    ⢋ ⡁ ⠞ ⢓        1248 17 2345 1258 1578 123578                    
670    01010011110  fatigue   ⠋⠁⠞⠊⠛⠥⠑   ⢋⡁⠞⣊⠛⢥⣑   ⢋ ⡁ ⠞ ⣊        1248 17 2345 2478 1245 1368 1578                 
671    01010011111  fault     ⠋⠁⠥⠇⠞     ⢋⡁⢥⡇⠞     ⢋ ⡁ ⢥ ⡇        1248 17 1368 1237 2345                           
672    01010100000  favorite  ⠋⠁⠧⠕⠗⠊⠞⠑  ⢋⡁⣧⢕⣗⣊⠞⣑  ⢋ ⡁ ⣧ ⢕        1248 17 123678 1358 123578 2478 2345 1578        
673    01010100001  feature   ⠋⠑⠁⠞⠥⠗⠑   ⢋⣑⡁⠞⢥⣗⣑   ⢋ ⣑ ⡁ ⠞        1248 1578 17 2345 1368 123578 1578               
674    01010100010  february  ⠋⠑⠃⠗⠥⠁⠗⠽  ⢋⣑⠃⣗⢥⡁⣗⢽  ⢋ ⣑ ⠃ ⣗        1248 1578 12 123578 1368 17 123578 134568        
675    01010100011  federal   ⠋⠑⠙⠑⠗⠁⠇   ⢋⣑⡙⣑⣗⡁⡇   ⢋ ⣑ ⡙ ⣑        1248 1578 1457 1578 123578 17 1237               
676    01010100100  fee       ⠋⠑⠑       ⢋⣑⣑       ⢋ ⣑ ⣑          1248 1578 1578                                   
677    01010100101  feed      ⠋⠑⠑⠙      ⢋⣑⣑⡙      ⢋ ⣑ ⣑ ⡙        1248 1578 1578 1457                              
678    01010100110  feel      ⠋⠑⠑⠇      ⢋⣑⣑⡇      ⢋ ⣑ ⣑ ⡇        1248 1578 1578 1237                              
679    01010100111  female    ⠋⠑⠍⠁⠇⠑    ⢋⣑⢍⡁⡇⣑    ⢋ ⣑ ⢍ ⡁        1248 1578 1348 17 1237 1578                      
680    01010101000  fence     ⠋⠑⠝⠉⠑     ⢋⣑⠝⣉⣑     ⢋ ⣑ ⠝ ⣉        1248 1578 1345 1478 1578                         
681    01010101001  festival  ⠋⠑⠎⠞⠊⠧⠁⠇  ⢋⣑⢎⠞⣊⣧⡁⡇  ⢋ ⣑ ⢎ ⠞        1248 1578 2348 2345 2478 123678 17 1237          
682    01010101010  fetch     ⠋⠑⠞⠉⠓     ⢋⣑⠞⣉⢓     ⢋ ⣑ ⠞ ⣉        1248 1578 2345 1478 1258                         
683    01010101011  fever     ⠋⠑⠧⠑⠗     ⢋⣑⣧⣑⣗     ⢋ ⣑ ⣧ ⣑        1248 1578 123678 1578 123578                     
684    01010101100  few       ⠋⠑⠺       ⢋⣑⣺       ⢋ ⣑ ⣺          1248 1578 245678                                 
685    01010101101  fiber     ⠋⠊⠃⠑⠗     ⢋⣊⠃⣑⣗     ⢋ ⣊ ⠃ ⣑        1248 2478 12 1578 123578                         
686    01010101110  fiction   ⠋⠊⠉⠞⠊⠕⠝   ⢋⣊⣉⠞⣊⢕⠝   ⢋ ⣊ ⣉ ⠞        1248 2478 1478 2345 2478 1358 1345               
687    01010101111  field     ⠋⠊⠑⠇⠙     ⢋⣊⣑⡇⡙     ⢋ ⣊ ⣑ ⡇        1248 2478 1578 1237 1457                         
688    01010110000  figure    ⠋⠊⠛⠥⠗⠑    ⢋⣊⠛⢥⣗⣑    ⢋ ⣊ ⠛ ⢥        1248 2478 1245 1368 123578 1578                  
689    01010110001  file      ⠋⠊⠇⠑      ⢋⣊⡇⣑      ⢋ ⣊ ⡇ ⣑        1248 2478 1237 1578                              
690    01010110010  film      ⠋⠊⠇⠍      ⢋⣊⡇⢍      ⢋ ⣊ ⡇ ⢍        1248 2478 1237 1348                              
691    01010110011  filter    ⠋⠊⠇⠞⠑⠗    ⢋⣊⡇⠞⣑⣗    ⢋ ⣊ ⡇ ⠞        1248 2478 1237 2345 1578 123578                  
692    01010110100  final     ⠋⠊⠝⠁⠇     ⢋⣊⠝⡁⡇     ⢋ ⣊ ⠝ ⡁        1248 2478 1345 17 1237                           
693    01010110101  find      ⠋⠊⠝⠙      ⢋⣊⠝⡙      ⢋ ⣊ ⠝ ⡙        1248 2478 1345 1457                              
694    01010110110  fine      ⠋⠊⠝⠑      ⢋⣊⠝⣑      ⢋ ⣊ ⠝ ⣑        1248 2478 1345 1578                              
695    01010110111  finger    ⠋⠊⠝⠛⠑⠗    ⢋⣊⠝⠛⣑⣗    ⢋ ⣊ ⠝ ⠛        1248 2478 1345 1245 1578 123578                  
